scholion URN 	 Critical Sign Present 	 grafei Present 	 initial hoti present 	 para Zenod present 	 Aristarchus or post-Aristarchan Name present 	 Topic 6 Score 	 Topic 9 Score
urn:cts:greekLit:tlg5026.msA.hmt:1.862.comment	false	false	false	false	false	"0.000484261501210654"	"0.000484261501210654"
urn:cts:greekLit:tlg5026.msA.hmt:1.863.comment	true	false	false	false	false	"0.00273972602739726"	"0.00273972602739726"
urn:cts:greekLit:tlg5026.msA.hmt:1.864.comment	true	false	true	false	false	"0.00465116279069767"	"0.00465116279069767"
urn:cts:greekLit:tlg5026.msA.hmt:1.865.comment	false	false	false	false	false	"0.000522193211488251"	"0.000522193211488251"
urn:cts:greekLit:tlg5026.msA.hmt:1.866.comment	false	false	false	false	false	"0.00317460317460317"	"0.00317460317460317"
urn:cts:greekLit:tlg5026.msA.hmt:1.867.comment	false	false	false	false	true	"0.000361663652802893"	"0.000361663652802893"
urn:cts:greekLit:tlg5026.msA.hmt:1.868.comment	true	false	true	false	false	"0.309090909090909"	"0.00606060606060606"
urn:cts:greekLit:tlg5026.msA.hmt:1.869.comment	false	false	false	false	false	"0.00240963855421687"	"0.00240963855421687"
urn:cts:greekLit:tlg5026.msA.hmt:1.870.comment	false	false	false	false	false	"0.0021505376344086"	"0.0021505376344086"
urn:cts:greekLit:tlg5026.msA.hmt:1.871.comment	false	false	true	false	true	"0.0021505376344086"	"0.0021505376344086"
urn:cts:greekLit:tlg5026.msA.hmt:1.872.comment	false	false	false	false	false	"0.276712328767123"	"0.00273972602739726"
urn:cts:greekLit:tlg5026.msA.hmt:1.873.comment	false	false	false	false	false	"0.00273972602739726"	"0.00273972602739726"
urn:cts:greekLit:tlg5026.msA.hmt:1.928.comment	true	false	true	false	false	"0.00606060606060606"	"0.00606060606060606"
urn:cts:greekLit:tlg5026.msA.hmt:1.929.comment	false	false	false	false	false	"0.00377358490566038"	"0.00377358490566038"
urn:cts:greekLit:tlg5026.msA.hmt:1.930.comment	false	false	false	false	false	"0.00273972602739726"	"0.00273972602739726"
urn:cts:greekLit:tlg5026.msA.hmt:1.931.comment	false	false	false	false	true	"0.00122699386503067"	"0.123926380368098"
urn:cts:greekLit:tlg5026.msA.hmt:1.932.comment	false	false	false	false	false	"0.00317460317460317"	"0.00317460317460317"
urn:cts:greekLit:tlg5026.msA.hmt:1.933.comment	true	true	false	false	false	"0.770629370629371"	"0.0013986013986014"
urn:cts:greekLit:tlg5026.msA.hmt:1.934.comment	false	false	false	false	false	"0.00273972602739726"	"0.00273972602739726"
